"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33"
"21";3,52669690293312e-08;3,21469998555846e-08;1,6722706028458e-08;9,49124302379826e-09;5,05497881285099e-09;2,95335843234774e-09;1,63608926465254e-09;9,64289095530508e-10;5,23891194259196e-10;2,70051447353954e-10;1,62715720736764e-10;1,18378379234313e-10;6,1935315469142e-11;3,9870873497109e-11;2,57290114179042e-11;1,83107068935803e-11;1,49637547395937e-11;2,76488225531262e-12;6,14273656615056e-12;2,70596612443511e-12;5,35510964191437e-12;2,78340680512905e-12;2,36611627843661e-12;3,09146435620067e-12;1,42368335931302e-12;7,85132091444453e-13;-3,60266369084914e-13;-4,53872533052212e-13;4,61571269107045e-13;-1,48062344154686e-13;3,37738009164891e-13;-6,77388282230969e-13;-2,69296754478981e-14
"22";4,06486158258785e-08;3,33904363693448e-08;1,8461808166342e-08;9,67705782035101e-09;5,7678958772695e-09;3,58106036870188e-09;2,30262888735112e-09;1,22050818505139e-09;7,115881511344e-10;4,57074807445738e-10;2,77214470224019e-10;1,23632237508673e-10;5,62189104625906e-11;2,32063609211038e-11;1,68243448203602e-11;1,38353887836889e-11;1,03175480160846e-11;3,42095002555337e-12;3,01227106350604e-12;4,42229384304846e-12;2,64020837259961e-12;1,29030275947917e-12;8,87930291428898e-13;-5,59759839292706e-14;-7,72488587356802e-13;-1,35103431889611e-12;-1,24246582129265e-12;-2,79667802358621e-12;-1,11614098103148e-12;-8,91841066279019e-13;-1,12257635362346e-12;-8,66332302846072e-13;-6,88287757704175e-13
"23";3,49899726454705e-08;3,17390343644633e-08;1,62036917181254e-08;8,99564796349431e-09;5,14026316464966e-09;2,87225951430855e-09;1,72554103695249e-09;1,12171747529083e-09;6,12728174142239e-10;3,21757959841258e-10;1,81517593875577e-10;7,61446300345569e-11;4,45947209084085e-11;2,13114733667297e-11;1,27943796026347e-11;-6,91150868412955e-13;2,0724262597049e-12;-1,95325663265904e-12;-1,76939869946049e-12;-3,74466935654824e-12;-3,34580754409305e-13;-1,72520182830246e-12;-2,82912909973437e-13;-7,56522235713688e-13;-9,63923895065162e-13;-1,75422832748488e-12;-1,69632005422572e-12;-1,89609893154226e-12;-5,37910830863158e-13;-1,02226707061846e-12;-2,11330328746369e-13;-4,95731503905553e-13;-7,8061951798357e-13
"24";3,74790486092603e-08;3,1699834600762e-08;1,73945055479504e-08;9,14037415098388e-09;5,22574629980761e-09;3,21025870966418e-09;1,98417664967087e-09;1,17205238664871e-09;7,00564191933376e-10;3,74564758667812e-10;2,39912800283076e-10;1,58748998683539e-10;7,21622998828573e-11;5,35783189496364e-11;3,16552815370274e-11;1,9601802709526e-11;-4,30940929121292e-13;-4,54617863049815e-12;-7,61517480119662e-12;-1,6407961781301e-12;-5,99762029299264e-12;-3,2132595814992e-12;-4,35055531677577e-12;-1,85222219683972e-12;-1,85772133840915e-12;-5,40604790391966e-13;-5,02549922347579e-13;7,35280501308674e-14;-4,81971064338356e-13;-3,49954860650156e-13;-1,17532943724185e-12;-5,60970096947887e-13;-1,08445257484172e-13
"25";3,25815208891196e-08;2,88796771279596e-08;1,56451448696679e-08;8,85431719799712e-09;5,03799640259966e-09;3,05943621154136e-09;1,95679059295477e-09;1,16521697649257e-09;6,72124073198928e-10;4,19196122508811e-10;2,3382936814517e-10;1,50988188860303e-10;1,03907457656985e-10;6,62729189237048e-11;3,99537402025553e-11;1,31887646438379e-11;6,91627879753616e-12;5,95024272987916e-12;3,42766950147739e-12;4,12942054490559e-13;9,96441475703546e-13;1,93387385448863e-12;1,85968201853377e-12;-4,21316666691524e-13;-4,37335712446794e-13;-6,37706403896774e-14;5,12055860449425e-13;2,51709887362659e-13;7,73080334237213e-13;4,70127876237922e-13;-3,55293374130715e-13;-6,87550954929774e-13;-6,29971922061401e-13
"26";3,84429993487708e-08;3,3189646255374e-08;1,8848283171965e-08;1,04466970658421e-08;6,15895823367077e-09;3,32305906390046e-09;1,963984856684e-09;1,12001364908349e-09;6,7760068589773e-10;4,26197177575316e-10;2,60255636406435e-10;1,57402756867206e-10;1,1714780672353e-10;8,72887994989728e-11;5,3896286336264e-11;3,24549987796205e-11;2,91777852139389e-11;1,99150033824005e-11;1,11071017886282e-11;9,04472276990723e-12;6,07923804723315e-12;2,9583132241834e-12;-1,18890374997853e-12;-2,47714939793465e-12;-9,10957618671443e-13;-1,06116485247063e-12;-7,48218051137458e-13;-9,12005240847274e-13;-1,49691564060156e-12;-1,19402348658271e-12;-3,95244889575537e-13;1,01830526514632e-13;2,71943348064245e-13
"27";3,46033053410573e-08;2,83715451241488e-08;1,44579896902498e-08;8,2042094024464e-09;4,868548410699e-09;2,98605050059786e-09;1,8319536542001e-09;1,04970577307604e-09;5,9894054063921e-10;3,55970101808179e-10;2,27939040390402e-10;1,18170372977268e-10;7,90243942008853e-11;4,90856724379768e-11;2,52852645069273e-11;1,41612737191281e-11;6,88798590839674e-12;7,67426883078395e-12;7,93340637155984e-12;4,66552617897008e-12;1,66146348472942e-12;2,25040402004667e-12;8,83278221225791e-13;1,33194897873278e-13;-1,5097099245007e-12;-1,01937424224885e-12;-4,27087324738287e-13;-1,50391382006469e-13;-2,86422993090338e-13;-9,16525787892949e-14;-2,53565309445375e-13;-1,15351893617579e-13;-1,15535439999496e-13
"28";3,46948701276006e-08;3,00552181452273e-08;1,51800824990324e-08;8,34268498172446e-09;4,99431188845528e-09;3,04434729037145e-09;1,68690659911734e-09;1,0504934868024e-09;7,07703232842113e-10;3,90958920424298e-10;2,27542821789196e-10;1,34726748064666e-10;7,96349798643365e-11;4,32779350426537e-11;2,4497583181443e-11;1,36954530564867e-11;2,23190118104878e-12;2,919130985458e-12;-2,89440127580258e-14;2,86944818749799e-12;3,70483787763232e-12;3,66711441397546e-12;1,45096460792889e-12;1,40153951778981e-12;1,03384819799365e-12;9,09100308379827e-13;1,27834142210125e-12;1,55428987848706e-13;1,67651588361727e-15;3,43808830770423e-13;2,89085803587934e-13;7,41478719947323e-13;5,53880664128525e-13
"29";3,71159416902511e-08;2,82383295914567e-08;1,49704959410147e-08;8,59667998991746e-09;5,17434996672815e-09;2,95889271343893e-09;1,66707035362271e-09;1,06401638191727e-09;6,28636054566455e-10;4,06244824455399e-10;2,35302068766492e-10;1,29973177032226e-10;6,68446571512403e-11;2,07600614959676e-11;8,49202398377201e-12;9,8126342103831e-12;2,73517506440937e-13;-1,57726938115696e-13;-2,49965664359344e-12;-2,89422677927139e-12;-2,05943287279994e-12;1,00459357023939e-13;4,14903095962062e-13;4,63313376895892e-13;1,14288736705876e-12;1,48466007475134e-12;1,40028875582875e-12;1,23881452770603e-12;1,23084924678226e-12;1,40920499823466e-12;1,0272205258035e-12;1,09850249297861e-12;1,32491536180211e-12
"30";3,87477477145415e-08;3,16224182898537e-08;1,56390303873939e-08;9,60778379690532e-09;5,7151024166597e-09;3,47418264047764e-09;2,20985822264763e-09;1,21693234767654e-09;7,8915223789142e-10;4,94478123564567e-10;2,8850610048455e-10;1,45862674796579e-10;1,20363538316871e-10;8,561040435117e-11;4,71507550515367e-11;2,67903480708438e-11;2,14484685355391e-11;1,43524159489474e-11;9,20192292697536e-12;6,29572810207113e-12;3,62759292700818e-12;1,41382674863226e-12;1,09746531984421e-12;-1,90598284661981e-12;-1,00358003564958e-12;-2,85727114174057e-13;6,63324281819164e-13;1,6002826425533e-13;2,34551111545006e-13;-1,35821257144956e-12;-1,03777089284467e-12;-5,08850507997825e-13;-6,0046684854993e-13
"31";3,85820127465779e-08;3,55948248068683e-08;1,79938787350931e-08;9,8365945919929e-09;5,96022488502258e-09;3,41329925376441e-09;2,07540395238056e-09;1,36294067206054e-09;7,74342355404676e-10;4,49100864111312e-10;2,50836107777414e-10;1,43024148475186e-10;1,09008348480504e-10;6,33840516962791e-11;2,16427326739079e-11;1,81304407853721e-11;1,76711738235176e-11;1,30014149260775e-11;4,41900948569358e-12;-1,70396080960579e-12;5,30624849591036e-13;-1,73180043753936e-12;-6,62385182931158e-13;-2,27810604220978e-13;-7,77435441472627e-13;3,32713709818437e-13;1,27920278026297e-12;1,61320125322037e-13;1,20506528262006e-13;-7,30856722004136e-14;6,43366738206269e-13;3,43767912192658e-13;8,83520636420105e-13
"32";3,56215739963818e-08;2,83040582569938e-08;1,52062659224e-08;8,70188703272125e-09;5,27548459409952e-09;3,18030916995229e-09;1,77266221239975e-09;1,07618835797803e-09;6,48030008239461e-10;3,88290235218304e-10;2,47619936351538e-10;1,48706724863e-10;9,24375262460147e-11;5,61175712677206e-11;4,2374513815485e-11;3,27230097379636e-11;1,94490375276706e-11;8,4505140735012e-12;9,01652780186686e-12;8,60767389420301e-12;3,36188231818122e-12;3,42283004878569e-12;6,59173195588697e-13;3,70066694113171e-13;-6,85131814341447e-13;4,49248161260899e-13;1,04751893424297e-12;4,27200447369848e-13;7,15677811112572e-13;9,02536155485782e-14;7,87806136838664e-13;1,3456198964693e-12;2,70313110684528e-13
"33";3,64158601443842e-08;3,25502475639167e-08;1,76031512798308e-08;9,68329224613368e-09;5,39873765783942e-09;3,18460031402709e-09;1,85707905885567e-09;1,18833393024565e-09;7,06598396263916e-10;3,56138541383527e-10;2,37293452536751e-10;1,48336761783057e-10;9,45143342010313e-11;5,69898609528636e-11;2,33424125141592e-11;8,51402281854911e-12;3,18517912040398e-13;-3,52324922663319e-12;-6,34666674099976e-12;-7,75197515968589e-12;-3,2581526880247e-12;-2,43066443715032e-12;-1,59893642304149e-12;-1,54922132565191e-12;-1,24264433441484e-12;-1,27937423516409e-12;-1,74442721794191e-12;-2,16135085057303e-12;-9,87431124434629e-13;-4,93445684333017e-13;-1,52047452847257e-13;2,96204086518252e-13;4,09887952577309e-13
"34";3,60529845683311e-08;3,33853329580009e-08;1,63905586689938e-08;1,02630973391242e-08;6,37793797422688e-09;3,50429896388893e-09;2,33702238170315e-09;1,25581004072889e-09;7,27649345829203e-10;4,3614656044431e-10;3,09265298795498e-10;2,01585591560328e-10;1,27739271914337e-10;8,45527591753295e-11;4,94287502109484e-11;3,029683212169e-11;2,12491750341431e-11;2,11803775313369e-12;1,63215087478112e-12;4,13656841480148e-12;4,89514008836881e-13;1,4122061597978e-12;1,83835934368236e-12;2,98525860892529e-13;-2,78648908154005e-13;-1,48682876321441e-12;-1,35439522288381e-12;-1,24411984993215e-12;-8,8143670544158e-13;-1,87660512644262e-12;-1,47419296098296e-12;-2,93497299806367e-13;-7,89786935065898e-13
"35";3,53218660868595e-08;3,14841139676375e-08;1,54597690559193e-08;8,96277274784817e-09;5,25817127828765e-09;3,18330289633488e-09;1,73788268978087e-09;1,09909603040372e-09;6,41759087922318e-10;3,52700937562701e-10;1,98021354794022e-10;1,32652940008766e-10;6,25573249859951e-11;3,55731100779691e-11;2,38124822298106e-11;7,08004121499103e-12;7,62076901755441e-12;5,13958885081159e-12;3,81107832761206e-12;1,68156536940653e-12;1,81977026582958e-12;1,60987971395292e-12;2,43335040119709e-12;4,42080991062414e-12;2,01322305476446e-12;2,48088531243346e-12;1,60642180088634e-12;-1,44079908854408e-13;-9,71760508648512e-13;-1,29874955379454e-12;-4,69704308993197e-13;-4,47672838048162e-13;-4,18481844994738e-13
"36";2,88844474870302e-08;2,92586322671923e-08;1,44494685235644e-08;8,09545451445760e-09;4,85285987182437e-09;2,98566793975589e-09;1,65319048109105e-09;1,02263157381009e-09;5,88565308516804e-10;3,73474091175047e-10;2,29353408943826e-10;1,42326718761351e-10;9,12969983127478e-11;5,20497665052174e-11;4,03171873484996e-11;2,40073010246613e-11;1,51052029449414e-11;1,11727082397087e-11;6,37103111631487e-12;4,64871403798295e-13;1,00230732854164e-12;1,49748973025647e-12;4,70155638742528e-13;-4,90902526239913e-13;-9,1164213978827e-13;7,16362561986409e-13;8,43662539244152e-13;1,24021468562529e-13;-7,21869284260918e-15;-5,98623092383513e-13;-3,43650809229291e-13;-1,56917005611686e-13;1,29260234844592e-13
